,experiment,attn,shot_meta,shot,eval_bs,video,miou,step,rel_diff
0,s-meta2-shot1-n8,s,2,1,8,blackswan,0.6463295221328735,500,0.0
1,s-meta2-shot1-n8,s,2,1,8,bmx-trees,0.2912133932113647,900,0.0
2,s-meta2-shot1-n8,s,2,1,8,breakdance,0.3910085558891296,400,0.0
3,s-meta2-shot1-n8,s,2,1,8,camel,0.5564285516738892,500,0.0
4,s-meta2-shot1-n8,s,2,1,8,car-roundabout,0.7167618274688721,500,0.0
5,s-meta2-shot1-n8,s,2,1,8,car-shadow,0.6828648447990417,700,0.0
6,s-meta2-shot1-n8,s,2,1,8,cows,0.7300519347190857,700,0.0
7,s-meta2-shot1-n8,s,2,1,8,dance-twirl,0.3586847186088562,200,0.0
8,s-meta2-shot1-n8,s,2,1,8,dog,0.635507345199585,200,0.0
9,s-meta2-shot1-n8,s,2,1,8,drift-chicane,0.0202823877334594,0,0.0
10,s-meta2-shot1-n8,s,2,1,8,drift-straight,0.1958942413330078,0,0.0
11,s-meta2-shot1-n8,s,2,1,8,goat,0.582875669002533,500,0.0
12,s-meta2-shot1-n8,s,2,1,8,horsejump-high,0.4601620435714721,700,0.0
13,s-meta2-shot1-n8,s,2,1,8,kite-surf,0.3965864181518554,600,0.0
14,s-meta2-shot1-n8,s,2,1,8,libby,0.4155977964401245,100,0.0
15,s-meta2-shot1-n8,s,2,1,8,motocross-jump,0.2923240661621094,0,0.0
16,s-meta2-shot1-n8,s,2,1,8,paragliding-launch,0.4645284414291382,1000,0.0
17,s-meta2-shot1-n8,s,2,1,8,parkour,0.059044599533081,1000,0.0
18,s-meta2-shot1-n8,s,2,1,8,scooter-black,0.0616313219070434,100,0.0
19,s-meta2-shot1-n8,s,2,1,8,soapbox,0.1248774528503418,0,0.0
20,s-meta2-shot2-n8,s,2,2,8,blackswan,0.7305195331573486,500,0.0
21,s-meta2-shot2-n8,s,2,2,8,bmx-trees,0.2403539419174194,500,0.0
22,s-meta2-shot2-n8,s,2,2,8,breakdance,0.461769163608551,100,0.0
23,s-meta2-shot2-n8,s,2,2,8,camel,0.5975610017776489,300,0.0
24,s-meta2-shot2-n8,s,2,2,8,car-roundabout,0.7395515441894531,100,0.0
25,s-meta2-shot2-n8,s,2,2,8,car-shadow,0.7372996211051941,600,0.0
26,s-meta2-shot2-n8,s,2,2,8,cows,0.7313417792320251,500,0.0
27,s-meta2-shot2-n8,s,2,2,8,dance-twirl,0.428320050239563,300,0.0
28,s-meta2-shot2-n8,s,2,2,8,dog,0.6897741556167603,500,0.0
29,s-meta2-shot2-n8,s,2,2,8,drift-chicane,0.4361305236816406,600,0.0
30,s-meta2-shot2-n8,s,2,2,8,drift-straight,0.2125123739242553,0,0.0
31,s-meta2-shot2-n8,s,2,2,8,goat,0.6331778764724731,1000,0.0
32,s-meta2-shot2-n8,s,2,2,8,horsejump-high,0.5112409591674805,900,0.0
33,s-meta2-shot2-n8,s,2,2,8,kite-surf,0.4160155057907104,500,0.0
34,s-meta2-shot2-n8,s,2,2,8,libby,0.4143980145454407,200,0.0
35,s-meta2-shot2-n8,s,2,2,8,motocross-jump,0.3506540060043335,100,0.0
36,s-meta2-shot2-n8,s,2,2,8,paragliding-launch,0.4765308499336242,400,0.0
37,s-meta2-shot2-n8,s,2,2,8,parkour,0.2496073246002197,400,0.0
38,s-meta2-shot2-n8,s,2,2,8,scooter-black,0.6278009414672852,600,0.0
39,s-meta2-shot2-n8,s,2,2,8,soapbox,0.5551195740699768,400,0.0
40,s-meta2-shot4-n8,s,2,4,8,blackswan,0.7445953488349915,1000,0.0
41,s-meta2-shot4-n8,s,2,4,8,bmx-trees,0.3589904308319092,1000,0.0
42,s-meta2-shot4-n8,s,2,4,8,breakdance,0.5490729212760925,1000,0.0
43,s-meta2-shot4-n8,s,2,4,8,camel,0.6316637396812439,800,0.0
44,s-meta2-shot4-n8,s,2,4,8,car-roundabout,0.813393235206604,1000,0.0
45,s-meta2-shot4-n8,s,2,4,8,car-shadow,0.8042414784431458,700,0.0
46,s-meta2-shot4-n8,s,2,4,8,cows,0.725941002368927,600,0.0
47,s-meta2-shot4-n8,s,2,4,8,dance-twirl,0.4843759536743164,400,0.0
48,s-meta2-shot4-n8,s,2,4,8,dog,0.7053263187408447,400,0.0
49,s-meta2-shot4-n8,s,2,4,8,drift-chicane,0.6707741618156433,900,0.0
50,s-meta2-shot4-n8,s,2,4,8,drift-straight,0.6640343070030212,300,0.0
51,s-meta2-shot4-n8,s,2,4,8,goat,0.6472181081771851,1000,0.0
52,s-meta2-shot4-n8,s,2,4,8,horsejump-high,0.5603850483894348,800,0.0
53,s-meta2-shot4-n8,s,2,4,8,kite-surf,0.4250562191009521,1000,0.0
54,s-meta2-shot4-n8,s,2,4,8,libby,0.4663025736808777,800,0.0
55,s-meta2-shot4-n8,s,2,4,8,motocross-jump,0.6436025500297546,200,0.0
56,s-meta2-shot4-n8,s,2,4,8,paragliding-launch,0.5039963722229004,300,0.0
57,s-meta2-shot4-n8,s,2,4,8,parkour,0.5114113688468933,400,0.0
58,s-meta2-shot4-n8,s,2,4,8,scooter-black,0.6717327833175659,800,0.0
59,s-meta2-shot4-n8,s,2,4,8,soapbox,0.626960813999176,1000,0.0
60,s-meta8-shot1-n8,s,8,1,8,blackswan,0.6823755502700806,200,0.0
61,s-meta8-shot1-n8,s,8,1,8,bmx-trees,0.2694981098175049,100,0.0
62,s-meta8-shot1-n8,s,8,1,8,breakdance,0.3877257704734802,700,0.0
63,s-meta8-shot1-n8,s,8,1,8,camel,0.5496799945831299,200,0.0
64,s-meta8-shot1-n8,s,8,1,8,car-roundabout,0.7135400176048279,300,0.0
65,s-meta8-shot1-n8,s,8,1,8,car-shadow,0.651290774345398,500,0.0
66,s-meta8-shot1-n8,s,8,1,8,cows,0.7032495141029358,200,0.0
67,s-meta8-shot1-n8,s,8,1,8,dance-twirl,0.2540287971496582,100,0.0
68,s-meta8-shot1-n8,s,8,1,8,dog,0.6560244560241699,100,0.0
69,s-meta8-shot1-n8,s,8,1,8,drift-straight,0.2099708318710327,0,0.0
70,s-meta8-shot1-n8,s,8,1,8,drift-chicane,0.0335515737533569,0,0.0
71,s-meta8-shot1-n8,s,8,1,8,goat,0.4802785515785217,200,0.0
72,s-meta8-shot1-n8,s,8,1,8,horsejump-high,0.5540122985839844,300,0.0
73,s-meta8-shot1-n8,s,8,1,8,kite-surf,0.4198073148727417,100,0.0
74,s-meta8-shot1-n8,s,8,1,8,libby,0.3764054775238037,100,0.0
75,s-meta8-shot1-n8,s,8,1,8,motocross-jump,0.2070382833480835,400,0.0
76,s-meta8-shot1-n8,s,8,1,8,paragliding-launch,0.4819506406784057,100,0.0
77,s-meta8-shot1-n8,s,8,1,8,parkour,0.1104605793952941,0,0.0
78,s-meta8-shot1-n8,s,8,1,8,scooter-black,0.0483015179634094,0,0.0
79,s-meta8-shot1-n8,s,8,1,8,soapbox,0.0587389469146728,0,0.0
80,s-meta8-shot2-n8,s,8,2,8,blackswan,0.7258585095405579,600,0.0
81,s-meta8-shot2-n8,s,8,2,8,bmx-trees,0.2723395824432373,200,0.0
82,s-meta8-shot2-n8,s,8,2,8,breakdance,0.4542469978332519,1000,0.0
83,s-meta8-shot2-n8,s,8,2,8,camel,0.5934865474700928,400,0.0
84,s-meta8-shot2-n8,s,8,2,8,car-roundabout,0.7773682475090027,600,0.0
85,s-meta8-shot2-n8,s,8,2,8,car-shadow,0.789528489112854,700,0.0
86,s-meta8-shot2-n8,s,8,2,8,cows,0.7074782848358154,300,0.0
87,s-meta8-shot2-n8,s,8,2,8,dance-twirl,0.4723985195159912,800,0.0
88,s-meta8-shot2-n8,s,8,2,8,dog,0.6934291124343872,500,0.0
89,s-meta8-shot2-n8,s,8,2,8,drift-chicane,0.4577828645706177,400,0.0
90,s-meta8-shot2-n8,s,8,2,8,drift-straight,0.2548267841339111,0,0.0
91,s-meta8-shot2-n8,s,8,2,8,goat,0.6421543955802917,500,0.0
92,s-meta8-shot2-n8,s,8,2,8,horsejump-high,0.532392680644989,100,0.0
93,s-meta8-shot2-n8,s,8,2,8,kite-surf,0.4199957251548767,300,0.0
94,s-meta8-shot2-n8,s,8,2,8,libby,0.3903340101242065,300,0.0
95,s-meta8-shot2-n8,s,8,2,8,motocross-jump,0.2153970599174499,100,0.0
96,s-meta8-shot2-n8,s,8,2,8,paragliding-launch,0.4958850145339966,300,0.0
97,s-meta8-shot2-n8,s,8,2,8,parkour,0.3219340443611145,500,0.0
98,s-meta8-shot2-n8,s,8,2,8,scooter-black,0.531775176525116,1000,0.0
99,s-meta8-shot2-n8,s,8,2,8,soapbox,0.5893082022666931,100,0.0
100,s-meta8-shot4-n8,s,8,4,8,blackswan,0.7481425404548645,1000,0.0
101,s-meta8-shot4-n8,s,8,4,8,bmx-trees,0.354468822479248,400,0.0
102,s-meta8-shot4-n8,s,8,4,8,breakdance,0.5590984225273132,700,0.0
103,s-meta8-shot4-n8,s,8,4,8,camel,0.6417015790939331,700,0.0
104,s-meta8-shot4-n8,s,8,4,8,car-roundabout,0.8261926174163818,400,0.0
105,s-meta8-shot4-n8,s,8,4,8,car-shadow,0.818602442741394,700,0.0
106,s-meta8-shot4-n8,s,8,4,8,cows,0.7185724973678589,500,0.0
107,s-meta8-shot4-n8,s,8,4,8,dance-twirl,0.5398287773132324,300,0.0
108,s-meta8-shot4-n8,s,8,4,8,dog,0.725136399269104,800,0.0
109,s-meta8-shot4-n8,s,8,4,8,drift-chicane,0.6876485347747803,900,0.0
110,s-meta8-shot4-n8,s,8,4,8,drift-straight,0.7226742506027222,400,0.0
111,s-meta8-shot4-n8,s,8,4,8,goat,0.6666398644447327,400,0.0
112,s-meta8-shot4-n8,s,8,4,8,horsejump-high,0.569862961769104,500,0.0
113,s-meta8-shot4-n8,s,8,4,8,kite-surf,0.4426522254943847,500,0.0
114,s-meta8-shot4-n8,s,8,4,8,libby,0.4406805038452148,300,0.0
115,s-meta8-shot4-n8,s,8,4,8,motocross-jump,0.6847341656684875,300,0.0
116,s-meta8-shot4-n8,s,8,4,8,paragliding-launch,0.5028253197669983,100,0.0
117,s-meta8-shot4-n8,s,8,4,8,parkour,0.4969830513000488,200,0.0
118,s-meta8-shot4-n8,s,8,4,8,scooter-black,0.672823429107666,400,0.0
119,s-meta8-shot4-n8,s,8,4,8,soapbox,0.6425007581710815,900,0.0
120,st-meta8-shot2-n128,st,8,2,128,blackswan,0.7222034335136414,600,-0.5035521356951557
121,st-meta8-shot2-n128,st,8,2,128,bmx-trees,0.3291888833045959,400,20.874417281302645
122,st-meta8-shot2-n128,st,8,2,128,breakdance,0.4749121069908142,600,4.549311114027043
123,st-meta8-shot2-n128,st,8,2,128,camel,0.6023422479629517,500,1.4921484792888497
124,st-meta8-shot2-n128,st,8,2,128,car-roundabout,0.8105357885360718,600,4.266644686524192
125,st-meta8-shot2-n128,st,8,2,128,car-shadow,0.7713180184364319,900,-2.3064995028721684
126,st-meta8-shot2-n128,st,8,2,128,cows,0.699840247631073,900,-1.0796143667526124
127,st-meta8-shot2-n128,st,8,2,128,dance-twirl,0.4767340421676636,400,0.9177680438360478
128,st-meta8-shot2-n128,st,8,2,128,dog,0.6834912300109863,400,-1.4331504468441552
129,st-meta8-shot2-n128,st,8,2,128,drift-chicane,0.4405843615531921,600,-3.7569127961041335
130,st-meta8-shot2-n128,st,8,2,128,goat,0.6158596873283386,200,-4.09476419268166
131,st-meta8-shot2-n128,st,8,2,128,drift-straight,0.0879613161087036,900,-65.4819188619984
132,st-meta8-shot2-n128,st,8,2,128,horsejump-high,0.5209983587265015,200,-2.1402100991853286
133,st-meta8-shot2-n128,st,8,2,128,kite-surf,0.3914858102798462,1000,-6.788144061351402
134,st-meta8-shot2-n128,st,8,2,128,libby,0.4225633144378662,200,8.256852715294825
135,st-meta8-shot2-n128,st,8,2,128,motocross-jump,0.2935734987258911,300,36.29410672476311
136,st-meta8-shot2-n128,st,8,2,128,paragliding-launch,0.4934806227684021,500,-0.484868809325482
137,st-meta8-shot2-n128,st,8,2,128,parkour,0.4745820760726928,200,47.4159332898488
138,st-meta8-shot2-n128,st,8,2,128,scooter-black,0.6037602424621582,500,13.536748068503035
139,st-meta8-shot2-n128,st,8,2,128,soapbox,0.6060678362846375,100,2.8439505768765314
140,st-meta8-shot2-n16,st,8,2,16,blackswan,0.7265424728393555,700,0.09422818494344462
141,st-meta8-shot2-n16,st,8,2,16,bmx-trees,0.3529485464096069,900,29.598695585563878
142,st-meta8-shot2-n16,st,8,2,16,breakdance,0.4738500118255615,200,4.3154966539824295
143,st-meta8-shot2-n16,st,8,2,16,camel,0.6037206649780273,500,1.7244059787977404
144,st-meta8-shot2-n16,st,8,2,16,car-roundabout,0.8064296841621399,700,3.7384388603807293
145,st-meta8-shot2-n16,st,8,2,16,car-shadow,0.7912171483039856,800,0.2138819832871436
146,st-meta8-shot2-n16,st,8,2,16,cows,0.7001839876174927,900,-1.031027718400649
147,st-meta8-shot2-n16,st,8,2,16,dance-twirl,0.4710761308670044,600,-0.279930735249066
148,st-meta8-shot2-n16,st,8,2,16,dog,0.6761511564254761,400,-2.491668679478176
149,st-meta8-shot2-n16,st,8,2,16,drift-chicane,0.4194499254226684,700,-8.373607252404273
150,st-meta8-shot2-n16,st,8,2,16,drift-straight,0.0598520636558532,900,-76.51264804864427
151,st-meta8-shot2-n16,st,8,2,16,goat,0.6390671133995056,500,-0.48076945389375825
152,st-meta8-shot2-n16,st,8,2,16,horsejump-high,0.5355125069618225,200,0.5860009782730021
153,st-meta8-shot2-n16,st,8,2,16,kite-surf,0.394587755203247,1000,-6.049578228983237
154,st-meta8-shot2-n16,st,8,2,16,libby,0.4293693900108337,200,10.000506969455703
155,st-meta8-shot2-n16,st,8,2,16,motocross-jump,0.4109686613082886,300,90.7958546257738
156,st-meta8-shot2-n16,st,8,2,16,paragliding-launch,0.4996629357337951,300,0.7618542785264031
157,st-meta8-shot2-n16,st,8,2,16,parkour,0.4453973770141601,700,38.350505271370544
158,st-meta8-shot2-n16,st,8,2,16,scooter-black,0.5768526196479797,100,8.476785888619744
159,st-meta8-shot2-n16,st,8,2,16,soapbox,0.6008536219596863,400,1.9591479719076186
160,st-meta8-shot2-n2,st,8,2,2,blackswan,0.7264863848686218,200,0.0865010631977556
161,st-meta8-shot2-n2,st,8,2,2,bmx-trees,0.3281764984130859,500,20.502681053161435
162,st-meta8-shot2-n2,st,8,2,2,breakdance,0.4404031038284302,400,-3.047657787691892
163,st-meta8-shot2-n2,st,8,2,2,camel,0.5821077823638916,100,-1.9172743097053226
164,st-meta8-shot2-n2,st,8,2,2,car-roundabout,0.7635799050331116,500,-1.7737208227985195
165,st-meta8-shot2-n2,st,8,2,2,car-shadow,0.7379610538482666,1000,-6.531421725203438
166,st-meta8-shot2-n2,st,8,2,2,cows,0.6798303127288818,700,-3.907960526781378
167,st-meta8-shot2-n2,st,8,2,2,dance-twirl,0.4542897939682007,200,-3.833357811185419
168,st-meta8-shot2-n2,st,8,2,2,dog,0.6752950549125671,1000,-2.6151278042189103
169,st-meta8-shot2-n2,st,8,2,2,drift-chicane,0.3950313329696655,100,-13.707706525846183
170,st-meta8-shot2-n2,st,8,2,2,drift-straight,0.0954152941703796,400,-62.55680324394825
171,st-meta8-shot2-n2,st,8,2,2,goat,0.6253699064254761,300,-2.613777818907264
172,st-meta8-shot2-n2,st,8,2,2,horsejump-high,0.4831034541130066,300,-9.25805863301294
173,st-meta8-shot2-n2,st,8,2,2,kite-surf,0.417622447013855,1000,-0.5650719754698845
174,st-meta8-shot2-n2,st,8,2,2,libby,0.418735146522522,100,7.276111141142449
175,st-meta8-shot2-n2,st,8,2,2,motocross-jump,0.3237694501876831,300,50.31284564040314
176,st-meta8-shot2-n2,st,8,2,2,paragliding-launch,0.4998054504394531,500,0.7905937446286285
177,st-meta8-shot2-n2,st,8,2,2,parkour,0.4475898742675781,200,39.03154453758704
178,st-meta8-shot2-n2,st,8,2,2,scooter-black,0.5624651312828064,100,5.771227411973964
179,st-meta8-shot2-n2,st,8,2,2,soapbox,0.5937185883522034,300,0.7484005938736826
180,st-meta8-shot2-n8,st,8,2,8,blackswan,0.7375108003616333,500,1.6053115955685242
181,st-meta8-shot2-n8,st,8,2,8,bmx-trees,0.3298251032829284,600,21.108030027795387
182,st-meta8-shot2-n8,st,8,2,8,breakdance,0.4829952120780945,600,6.328762629576184
183,st-meta8-shot2-n8,st,8,2,8,camel,0.5907204151153564,800,-0.4660817278045751
184,st-meta8-shot2-n8,st,8,2,8,car-roundabout,0.787031352519989,700,1.2430537318639863
185,st-meta8-shot2-n8,st,8,2,8,car-shadow,0.7664733529090881,700,-2.920114539460324
186,st-meta8-shot2-n8,st,8,2,8,cows,0.6830245852470398,900,-3.45645938722354
187,st-meta8-shot2-n8,st,8,2,8,dance-twirl,0.4667353630065918,800,-1.1988091146436606
188,st-meta8-shot2-n8,st,8,2,8,dog,0.6823766231536865,600,-1.5938888463882424
189,st-meta8-shot2-n8,st,8,2,8,drift-chicane,0.4295578002929687,100,-6.165600869338563
190,st-meta8-shot2-n8,st,8,2,8,drift-straight,0.1529784798622131,400,-39.96766062792553
191,st-meta8-shot2-n8,st,8,2,8,goat,0.6396685838699341,100,-0.38710499024324635
192,st-meta8-shot2-n8,st,8,2,8,horsejump-high,0.5409054756164551,200,1.5989691971634337
193,st-meta8-shot2-n8,st,8,2,8,kite-surf,0.4251445531845093,600,1.2259239133288553
194,st-meta8-shot2-n8,st,8,2,8,libby,0.4214150905609131,500,7.962688269673561
195,st-meta8-shot2-n8,st,8,2,8,motocross-jump,0.2768109440803528,300,28.511941707300704
196,st-meta8-shot2-n8,st,8,2,8,paragliding-launch,0.5054330229759216,300,1.9254480700324657
197,st-meta8-shot2-n8,st,8,2,8,parkour,0.469622254371643,100,45.875300421742956
198,st-meta8-shot2-n8,st,8,2,8,scooter-black,0.5514193773269653,100,3.694080067861453
199,st-meta8-shot2-n8,st,8,2,8,soapbox,0.5953364372253418,300,1.0229341684812638
200,ts-meta2-shot1-n128,ts,2,1,128,blackswan,0.615924060344696,800,-4.704328171153334
201,ts-meta2-shot1-n128,ts,2,1,128,bmx-trees,0.0017763972282409,300,-99.39000153507652
202,ts-meta2-shot1-n128,ts,2,1,128,breakdance,0.2206720113754272,500,-43.563380378305915
203,ts-meta2-shot1-n128,ts,2,1,128,camel,0.5475018620491028,400,-1.6042831730924763
204,ts-meta2-shot1-n128,ts,2,1,128,car-roundabout,0.7398667931556702,700,3.22352067330225
205,ts-meta2-shot1-n128,ts,2,1,128,car-shadow,0.6816325783729553,300,-0.18045539105898267
206,ts-meta2-shot1-n128,ts,2,1,128,cows,0.6800630688667297,200,-6.8473027020455755
207,ts-meta2-shot1-n128,ts,2,1,128,dance-twirl,0.2816833257675171,100,-21.467709340945948
208,ts-meta2-shot1-n128,ts,2,1,128,dog,0.4942270517349243,1000,-22.231103154329507
209,ts-meta2-shot1-n128,ts,2,1,128,drift-chicane,0.0364933013916015,0,79.92606132560674
210,ts-meta2-shot1-n128,ts,2,1,128,drift-straight,0.1121857762336731,0,-42.73145781607517
211,ts-meta2-shot1-n128,ts,2,1,128,goat,0.1183118820190429,900,-79.70203796265704
212,ts-meta2-shot1-n128,ts,2,1,128,horsejump-high,0.2670503854751587,800,-41.96601192864779
213,ts-meta2-shot1-n128,ts,2,1,128,kite-surf,0.0,0,-100.0
214,ts-meta2-shot1-n128,ts,2,1,128,libby,0.2883337140083313,500,-30.621933879798192
215,ts-meta2-shot1-n128,ts,2,1,128,motocross-jump,0.040482223033905,700,-86.15159416554658
216,ts-meta2-shot1-n128,ts,2,1,128,paragliding-launch,0.3171069622039795,500,-31.73572726173909
217,ts-meta2-shot1-n128,ts,2,1,128,parkour,0.0,0,-100.0
218,ts-meta2-shot1-n128,ts,2,1,128,scooter-black,0.0,0,-100.0
219,ts-meta2-shot1-n128,ts,2,1,128,soapbox,0.0065575838088989,0,-94.74878478122247
